id,nombre,categoria,precio_carrefour,precio_coto,precio_dia,precio_jumbo,precio_changomas
P00904,Jabón Dove Original 90g,Higiene,1101.84,1086.86,1130.9,1109.04,1111.97
P00905,Lavandina Ayudín 1L,Limpieza,8289.64,8426.05,11111.8,10560.95,9493.66
P00906,Manteca Sancor 200g,Lácteos,3457.67,3867.5,3889.99,3797.51,3308.54
P00907,Queso Cremoso Tregar 1Kg,Lácteos,1954.01,1845.85,1750.24,1746.84,1901.05
P00908,Lavandina Ayudín 1L,Limpieza,4880.74,5377.83,4973.01,5450.74,5000.53
P00909,Jabón en Polvo Ala 3Kg,Limpieza,9314.3,9912.18,9135.95,9409.28,9240.03
P00910,Jugo Baggio Multifruta 1L,Bebidas,926.3,891.08,1108.06,890.42,1069.38
P00911,Pan Lactal Fargo 600g,Panificados,6869.8,7469.33,5973.44,7506.47,7293.38
P00912,Agua Villavicencio 2.25L,Bebidas,11705.19,10690.56,11922.44,11984.2,10282.03
P00913,Pasta Dental Colgate Total 90g,Higiene,667.97,759.12,829.03,697.66,778.64
P00914,Bizcochitos Don Satur 200g,Panificados,7008.52,7641.16,8265.77,7716.72,8621.1
P00915,Arroz Gallo Oro 1Kg,Almacén,4736.51,5111.82,4657.92,4799.34,5031.36
P00916,Desodorante Poett Primavera 900ml,Limpieza,2308.4,2359.1,2159.41,2376.83,2621.57
P00917,Leche Ilolay Descremada 1L,Lácteos,5690.14,6065.09,5535.32,6454.84,5738.47
P00918,Bizcochitos Don Satur 200g,Panificados,2954.21,3085.05,2659.18,2760.25,2560.58
P00919,Leche La Serenísima Entera 1L,Lácteos,7579.82,7461.44,7237.03,6945.26,8591.59
P00920,Bizcochitos Don Satur 200g,Panificados,10277.38,9961.71,11214.1,12997.5,10238.45
P00921,Leche La Serenísima Entera 1L,Lácteos,1182.26,1349.0,1510.11,1176.18,1116.62
P00922,Jabón en Polvo Ala 3Kg,Limpieza,2576.05,2987.59,3337.5,3406.66,2691.12
P00923,Galletitas Chocolinas 170g,Panificados,923.47,1119.49,914.57,951.68,950.61
P00924,Manteca Sancor 200g,Lácteos,4068.25,4352.99,3873.34,4216.72,4636.63
P00925,Jabón en Polvo Ala 3Kg x2,Limpieza,10550.68,10024.57,10183.55,13108.19,12617.0
P00926,Galletitas Express 170g,Panificados,6446.92,5201.56,6743.76,5835.71,6068.18
P00927,Pan de Campo Bimbo 500g,Panificados,3089.08,3192.93,4006.56,3398.82,3409.38
P00928,Queso Cremoso Tregar 1Kg x5,Lácteos,6884.48,7536.4,7319.5,7292.87,6763.02
P00929,Manteca Sancor 200g x5,Lácteos,7276.95,8967.44,8588.68,7678.94,8323.3
P00930,Leche La Serenísima Entera 1L,Lácteos,2374.75,3007.52,2733.2,3015.77,2339.56
P00931,Galletitas Chocolinas 170g,Panificados,1029.89,1139.36,829.95,935.53,1057.9
P00932,Suavizante Comfort 900ml x5,Limpieza,9244.01,10584.15,10955.12,11656.69,9944.34
P00933,Aceite Natura Girasol 1.5L,Almacén,8072.91,8897.14,8567.04,9737.54,8572.32
P00934,Leche Ilolay Descremada 1L,Lácteos,4671.77,5260.31,3948.63,4354.51,4329.1
P00935,Harina Blancaflor 1Kg,Almacén,7555.73,6258.96,5606.83,6702.83,7325.47
P00936,Coca-Cola 2.25L,Bebidas,7405.78,8142.23,6032.04,7466.42,7401.7
P00937,Galletitas Express 170g,Panificados,11911.71,10570.44,10879.05,13330.12,11489.36
P00938,Jabón Dove Original 90g x3,Higiene,2759.06,2367.07,3104.86,2778.85,2805.62
P00939,Arroz Gallo Oro 1Kg x5,Almacén,13059.84,10446.31,12586.71,10118.41,10335.79
P00940,Galletitas Chocolinas 170g,Panificados,11192.64,10167.6,10265.76,12684.7,10486.8
P00941,Leche La Serenísima Entera 1L,Lácteos,7999.02,8188.65,8863.42,9791.49,7817.52
P00942,Arroz Gallo Oro 1Kg,Almacén,6560.21,6304.39,6365.37,7568.6,7018.08
P00943,Agua Villavicencio 2.25L,Bebidas,1848.01,2003.57,2041.4,1515.69,2041.94
P00944,Desodorante Poett Primavera 900ml,Limpieza,5068.02,5592.91,4112.1,4674.73,5027.36
P00945,Jugo Baggio Multifruta 1L,Bebidas,4348.18,5043.92,4801.5,4029.31,4671.13
P00946,Cerveza Quilmes 1L,Bebidas,1587.53,1417.04,1409.08,1344.42,1562.59
P00947,Queso Rallado La Paulina 40g x2,Lácteos,918.35,1059.58,890.31,934.96,1060.4
P00948,Cerveza Quilmes 1L,Bebidas,5509.96,6882.9,5693.49,6672.67,6717.92
P00949,Jabón Dove Original 90g,Higiene,8672.93,8732.91,7939.73,8443.11,8757.29
P00950,Jabón Dove Original 90g,Higiene,1154.54,1089.75,1037.38,1161.83,1124.14
P00951,Arroz Gallo Oro 1Kg,Almacén,5987.6,5584.02,6541.09,6389.98,6082.25
P00952,Desodorante Poett Primavera 900ml,Limpieza,2346.29,2324.97,2579.43,2400.03,2618.37
P00953,Cerveza Quilmes 1L,Bebidas,9317.93,9894.23,9228.48,11598.79,9582.19
P00954,Azúcar Ledesma 1Kg,Almacén,8387.5,8802.31,7887.34,8519.07,7179.69
P00955,Yogur Ser Vainilla 1Kg,Lácteos,2301.78,2419.06,2800.91,2262.93,2903.24
P00956,Bizcochitos Don Satur 200g,Panificados,6435.63,6508.53,6601.88,5449.02,5910.2
P00957,Desodorante Rexona Hombre 150ml,Higiene,1627.17,1891.11,1804.55,1697.15,1648.17
P00958,Shampoo Pantene Restauración 400ml,Higiene,8786.71,8529.4,8519.24,10917.48,11709.82
P00959,Bizcochitos Don Satur 200g,Panificados,7355.29,8703.21,8953.71,7303.08,8336.21
P00960,Pan de Campo Bimbo 500g x2,Panificados,5342.59,5436.29,5872.39,6278.38,6085.04
P00961,Desodorante Poett Primavera 900ml x4,Limpieza,13298.01,10245.05,13861.76,13362.96,11558.99
P00962,Desodorante Poett Primavera 900ml,Limpieza,797.39,867.06,1005.65,759.05,904.54
P00963,Leche La Serenísima Entera 1L,Lácteos,7839.53,9366.58,9654.99,8168.65,9972.34
P00964,Lavandina Ayudín 1L x3,Limpieza,11059.9,9448.9,10897.75,11043.14,8835.55
P00965,Cerveza Heineken 1L,Bebidas,7327.41,7104.29,6129.14,5640.96,6397.99
P00966,Bizcochitos Don Satur 200g,Panificados,4762.2,5134.39,5207.22,4419.11,3873.36
P00967,Fideos Matarazzo Spaghetti 500g,Almacén,8984.4,6952.5,7307.46,8698.12,7799.54
P00968,Fideos Matarazzo Spaghetti 500g,Almacén,1157.21,1139.85,954.93,890.94,1034.39
P00969,Bizcochitos Don Satur 200g,Panificados,989.94,910.27,1141.41,882.04,1060.01
P00970,Leche Ilolay Descremada 1L,Lácteos,9275.24,8616.35,7362.66,8988.97,9786.27
P00971,Yerba Playadito 1Kg,Almacén,4273.89,3818.18,3999.63,4306.87,4249.0
P00972,Harina Blancaflor 1Kg x5,Almacén,4361.52,5084.68,4762.81,4202.88,4916.32
P00973,Cerveza Quilmes 1L,Bebidas,3595.16,3569.52,4586.72,3458.96,4503.5
P00974,Jugo Baggio Multifruta 1L x3,Bebidas,4583.45,4701.62,4124.52,3918.9,3931.51
P00975,Arroz Gallo Oro 1Kg,Almacén,1335.33,1413.8,1457.66,1418.22,1269.32
P00976,Arroz Gallo Oro 1Kg,Almacén,5929.13,6956.27,7606.21,6788.64,5956.66
P00977,Agua Villavicencio 2.25L x4,Bebidas,5287.6,4935.77,4974.84,6406.69,5687.66
P00978,Jabón Dove Original 90g,Higiene,5381.7,5764.15,4569.81,5532.03,5237.49
P00979,Aceite Natura Girasol 1.5L,Almacén,10868.82,10970.97,11097.66,10051.44,9901.32
P00980,Desodorante Rexona Hombre 150ml,Higiene,9503.73,12145.27,11993.95,11571.79,12151.64
P00981,Jabón en Polvo Ala 3Kg,Limpieza,9505.49,8698.37,9942.04,8356.77,9925.0
P00982,Bizcochitos Don Satur 200g,Panificados,9354.97,10508.08,10303.68,7912.4,7878.98
P00983,Jugo Baggio Multifruta 1L,Bebidas,6554.01,7494.41,7294.11,6016.93,5605.15
P00984,Pepsi 2.25L,Bebidas,1544.53,1587.33,1338.9,1599.92,1412.04
P00985,Pasta Dental Colgate Total 90g,Higiene,7562.52,6937.01,6632.46,6877.24,7354.05
P00986,Cerveza Quilmes 1L,Bebidas,9815.79,7375.73,10027.29,7668.06,8547.95
P00987,Manteca Sancor 200g,Lácteos,9161.52,7784.48,6749.54,9021.35,9170.3
P00988,Leche Ilolay Descremada 1L,Lácteos,894.74,1000.84,855.38,1041.4,818.27
P00989,Jugo Baggio Multifruta 1L,Bebidas,3563.25,3196.38,2617.02,3263.93,3188.82
P00990,Queso Cremoso Tregar 1Kg,Lácteos,5081.02,3729.51,4241.0,4033.64,4394.48
P00991,Detergente Magistral Limón 750ml,Limpieza,2767.82,2160.13,2152.04,2321.13,2514.01
P00992,Pan Lactal Fargo 600g,Panificados,10287.09,9620.13,8111.82,8350.06,9600.33
P00993,Azúcar Ledesma 1Kg,Almacén,4373.62,4347.96,4025.85,4443.4,3972.36
P00994,Pan de Campo Bimbo 500g x3,Panificados,8258.45,9078.34,8266.75,9370.64,9522.58
P00995,Cerveza Quilmes 1L,Bebidas,7706.81,8607.68,6952.14,8363.19,6993.5
P00996,Coca-Cola 2.25L,Bebidas,12669.43,11855.44,12500.8,10140.79,12588.22
P00997,Pepsi 2.25L,Bebidas,4799.29,5806.65,5916.47,6353.75,5430.54
P00998,Leche Ilolay Descremada 1L,Lácteos,13030.43,9735.05,12487.77,11225.29,12262.28
P00999,Suavizante Comfort 900ml,Limpieza,10926.36,10125.53,10381.61,10969.51,10743.42
P01000,Azúcar Ledesma 1Kg,Almacén,5061.89,4912.48,5404.0,5700.63,5604.37
P01001,Papel Higiénico Higienol 4 Rollos,Higiene,13420.53,12716.7,11103.8,13405.39,10848.69
P01002,Leche Ilolay Descremada 1L,Lácteos,1489.34,1518.47,1295.54,1278.56,1247.99
P01003,Queso Cremoso Tregar 1Kg,Lácteos,3142.34,3095.68,3204.8,3870.27,4149.96
P01004,Cerveza Heineken 1L,Bebidas,7448.71,9420.09,7660.34,9632.77,7246.95
P01005,Leche La Serenísima Entera 1L,Lácteos,1346.92,1342.68,1306.29,1726.63,1726.68
P01006,Pasta Dental Colgate Total 90g,Higiene,7347.96,6594.17,7780.9,7381.45,7916.47
P01007,Manteca Sancor 200g,Lácteos,2554.03,2727.63,2166.34,2691.98,2656.5
P01008,Jabón en Polvo Ala 3Kg,Limpieza,9088.26,7584.95,7412.92,9138.57,8771.21
P01009,Jugo Baggio Multifruta 1L,Bebidas,3061.43,3157.49,3055.88,2996.48,2929.49
P01010,Coca-Cola 2.25L x2,Bebidas,13683.57,13237.99,11311.27,12448.62,12897.03
P01011,Detergente Magistral Limón 750ml x4,Limpieza,1816.97,1874.55,1776.26,1845.32,1978.72
P01012,Desodorante Poett Primavera 900ml,Limpieza,6951.43,7196.91,6534.37,7791.44,7356.56
P01013,Azúcar Ledesma 1Kg,Almacén,9020.81,7000.72,7415.01,7925.71,9091.7
P01014,Jugo Baggio Multifruta 1L,Bebidas,10517.27,9784.66,10102.7,8993.49,9885.4
P01015,Jabón en Polvo Ala 3Kg,Limpieza,8995.79,7966.49,7490.0,8234.19,7901.21
P01016,Shampoo Pantene Restauración 400ml,Higiene,7556.13,8138.34,8118.73,7168.63,7796.85
P01017,Pasta Dental Colgate Total 90g,Higiene,9244.48,11872.67,11823.47,9024.64,8951.67
P01018,Detergente Magistral Limón 750ml,Limpieza,9322.69,12223.23,11198.2,10286.2,11065.62
P01019,Aceite Natura Girasol 1.5L,Almacén,13522.14,10306.55,13332.44,10746.12,11597.61
P01020,Cerveza Heineken 1L,Bebidas,8611.77,7194.62,7641.0,6717.6,7907.88
P01021,Azúcar Ledesma 1Kg,Almacén,1246.97,1213.98,1323.82,1236.37,1087.83
P01022,Desodorante Rexona Hombre 150ml,Higiene,4614.81,4904.39,4401.8,4335.36,4097.58
P01023,Pan de Campo Bimbo 500g,Panificados,2076.5,2065.48,2128.74,2315.88,1772.83
P01024,Desodorante Rexona Hombre 150ml,Higiene,9519.68,10045.53,11357.95,9385.48,10979.31
P01025,Desodorante Rexona Hombre 150ml,Higiene,3514.11,3240.61,3573.64,3223.23,2791.23
P01026,Jugo Baggio Multifruta 1L,Bebidas,1004.91,988.16,1142.64,999.11,1283.59
P01027,Arroz Gallo Oro 1Kg,Almacén,5868.29,5978.01,5372.51,5110.08,5483.95
P01028,Manteca Sancor 200g,Lácteos,1521.51,1317.05,1386.91,1429.32,1315.56
P01029,Galletitas Chocolinas 170g,Panificados,10116.48,11751.36,10478.01,11434.96,11780.61
P01030,Yerba Playadito 1Kg,Almacén,8090.32,7967.91,6938.6,8735.73,7826.61
P01031,Lavandina Ayudín 1L,Limpieza,1268.62,1208.98,1062.64,1103.54,1069.22
P01032,Harina Blancaflor 1Kg,Almacén,2713.12,3473.93,2643.0,2862.45,3448.7
P01033,Yogur Ser Vainilla 1Kg,Lácteos,10721.7,10898.96,9681.29,11957.65,9955.09
P01034,Papel Higiénico Higienol 4 Rollos,Higiene,1552.34,1465.84,1757.34,1570.3,1407.7
P01035,Yerba Taragüi 1Kg,Almacén,10262.23,9928.9,11162.46,12376.25,12849.4
P01036,Yogur Ser Vainilla 1Kg,Lácteos,9968.25,9852.15,9766.61,8493.96,8557.08
P01037,Queso Cremoso Tregar 1Kg,Lácteos,1508.91,1627.58,1737.98,1425.41,1332.29
P01038,Yerba Playadito 1Kg,Almacén,4854.48,4442.6,4591.17,4183.15,4843.21
P01039,Jabón Dove Original 90g,Higiene,3167.79,2600.54,2542.87,2534.75,2745.49
P01040,Queso Rallado La Paulina 40g,Lácteos,10472.09,10664.8,9979.98,10521.93,8396.42
P01041,Queso Cremoso Tregar 1Kg,Lácteos,10539.65,12146.1,11697.09,12168.65,11784.16
P01042,Pan de Campo Bimbo 500g,Panificados,6357.26,6353.25,7647.36,6694.38,8000.73
P01043,Papel Higiénico Higienol 4 Rollos,Higiene,1847.62,1584.8,1712.59,1742.74,1829.89
P01044,Galletitas Express 170g,Panificados,12223.89,10535.06,13397.68,10944.17,13541.84
P01045,Desodorante Poett Primavera 900ml,Limpieza,10645.69,10670.62,11494.25,10109.02,13444.3
P01046,Coca-Cola 2.25L,Bebidas,3214.12,4243.87,3431.66,4054.76,3840.04
P01047,Desodorante Rexona Hombre 150ml,Higiene,8202.28,7346.4,6713.25,8750.37,7785.54
P01048,Queso Rallado La Paulina 40g,Lácteos,3976.72,3511.26,3514.09,3646.53,3301.79
P01049,Suavizante Comfort 900ml,Limpieza,1686.85,1776.92,1502.5,1685.55,1694.2
P01050,Queso Cremoso Tregar 1Kg,Lácteos,3493.51,4564.59,3807.36,3543.44,4551.72
P01051,Yogur Ser Vainilla 1Kg,Lácteos,5818.93,5601.72,5484.16,5896.15,5449.78
P01052,Bizcochitos Don Satur 200g,Panificados,1671.7,1700.36,1504.78,1911.76,1702.66
P01053,Jugo Baggio Multifruta 1L,Bebidas,2989.03,3322.41,2818.71,3288.84,2736.47
P01054,Yogur Ser Vainilla 1Kg x3,Lácteos,7800.6,8866.18,8339.18,7771.78,7162.87
P01055,Arroz Gallo Oro 1Kg,Almacén,12417.58,11797.06,12603.37,13739.19,10633.26
P01056,Detergente Magistral Limón 750ml,Limpieza,2658.11,3501.19,3307.42,2797.23,3453.01
P01057,Harina Blancaflor 1Kg,Almacén,5974.49,7039.4,6485.37,5877.5,5527.12
P01058,Pepsi 2.25L,Bebidas,7843.04,8219.05,7123.63,6441.26,8228.47
P01059,Yerba Taragüi 1Kg,Almacén,6007.87,7413.19,6187.02,7400.73,6605.54
P01060,Harina Blancaflor 1Kg,Almacén,2334.81,2124.35,2217.54,1772.77,1731.8
P01061,Arroz Gallo Oro 1Kg,Almacén,11408.36,8945.37,8476.97,10105.16,8413.71
P01062,Desodorante Poett Primavera 900ml,Limpieza,6820.75,6658.75,7692.3,6777.07,8237.65
P01063,Aceite Natura Girasol 1.5L,Almacén,2377.61,2048.86,2353.69,1945.35,2214.22
P01064,Arroz Gallo Oro 1Kg x2,Almacén,7212.37,9244.66,8524.29,9634.68,8372.01
P01065,Desodorante Poett Primavera 900ml,Limpieza,7282.04,8700.99,6893.72,7119.76,7620.9
P01066,Bizcochitos Don Satur 200g,Panificados,4406.76,4097.14,4780.33,4578.54,5481.15
P01067,Desodorante Rexona Hombre 150ml,Higiene,3297.67,2934.27,2923.08,3177.55,3637.12
P01068,Galletitas Express 170g,Panificados,11224.12,10021.85,10239.68,12449.36,9525.9
P01069,Queso Rallado La Paulina 40g,Lácteos,8268.93,7815.96,8165.72,6923.58,8013.76
P01070,Galletitas Express 170g x5,Panificados,6191.83,6992.38,5990.99,6890.74,7301.24
P01071,Galletitas Chocolinas 170g,Panificados,3233.79,3976.51,3786.72,3275.3,3452.83
P01072,Detergente Magistral Limón 750ml,Limpieza,12093.7,9341.15,10295.45,9826.01,9855.8
P01073,Jabón Dove Original 90g,Higiene,9292.28,10216.05,9389.18,8423.81,10411.85
P01074,Lavandina Ayudín 1L,Limpieza,8986.95,8836.25,9446.92,9592.62,10883.99
P01075,Desodorante Rexona Hombre 150ml x3,Higiene,5547.54,5577.35,7010.7,6189.52,6630.17
P01076,Leche Ilolay Descremada 1L,Lácteos,6319.4,5863.05,7493.9,6874.23,6905.37
P01077,Harina Blancaflor 1Kg,Almacén,898.49,984.81,957.78,1001.9,874.76
P01078,Jugo Baggio Multifruta 1L,Bebidas,4282.47,4767.96,4480.63,4651.81,4598.47
P01079,Leche Ilolay Descremada 1L,Lácteos,2121.43,1886.66,2055.08,1938.16,1943.99
P01080,Lavandina Ayudín 1L,Limpieza,8765.93,10507.58,11408.53,9518.94,10006.9
P01081,Agua Villavicencio 2.25L,Bebidas,5840.4,6284.13,5057.0,5180.08,5800.83
P01082,Queso Rallado La Paulina 40g,Lácteos,8746.39,9294.84,9048.19,10164.77,10684.32
P01083,Cerveza Heineken 1L,Bebidas,1253.78,1221.3,1407.2,1154.75,1438.97
P01084,Agua Villavicencio 2.25L x2,Bebidas,7199.07,8185.43,8365.22,8026.56,8798.37
P01085,Bizcochitos Don Satur 200g x5,Panificados,2658.47,2176.3,2420.28,2763.98,2666.89
P01086,Harina Blancaflor 1Kg,Almacén,1910.26,2464.42,2469.62,2117.51,2193.56
P01087,Pepsi 2.25L,Bebidas,3942.72,4688.46,4775.07,3558.94,4336.19
P01088,Jabón Dove Original 90g,Higiene,7821.72,7833.45,9537.39,8647.89,9410.01
P01089,Galletitas Express 170g,Panificados,2012.79,1531.29,1656.09,2057.38,1809.0
P01090,Jabón en Polvo Ala 3Kg x2,Limpieza,10408.65,11534.44,9637.14,10134.94,12815.79
P01091,Aceite Natura Girasol 1.5L,Almacén,7319.42,8195.64,6777.47,8380.86,7674.84
P01092,Leche Ilolay Descremada 1L x3,Lácteos,6788.87,7243.88,7736.12,6636.27,7564.97
P01093,Shampoo Pantene Restauración 400ml x4,Higiene,2187.66,1882.03,2431.53,2027.49,2458.91
P01094,Jabón Dove Original 90g,Higiene,12091.79,9852.04,11742.16,10005.42,9765.78
P01095,Leche Ilolay Descremada 1L,Lácteos,5500.84,4880.2,5354.11,6136.71,5065.06
P01096,Cerveza Quilmes 1L,Bebidas,1866.83,1586.0,1941.63,1893.05,1656.73
P01097,Pasta Dental Colgate Total 90g,Higiene,9190.55,9254.86,7979.68,7625.41,8748.02
P01098,Galletitas Chocolinas 170g,Panificados,8661.58,10488.79,8583.0,10252.35,9403.01
P01099,Jugo Baggio Multifruta 1L,Bebidas,7191.55,7079.82,8478.72,8216.18,8184.72
P01100,Manteca Sancor 200g,Lácteos,6183.81,4697.29,5547.34,4690.53,5588.56
P01101,Pan Lactal Fargo 600g,Panificados,6814.54,7222.0,8290.34,7804.37,7814.37
P01102,Manteca Sancor 200g,Lácteos,5903.17,5308.81,5449.59,5582.23,4706.04
P01103,Manteca Sancor 200g,Lácteos,2451.16,2338.51,2571.81,2667.15,2526.79
P01104,Jugo Baggio Multifruta 1L,Bebidas,10083.16,11119.54,9375.06,11301.0,8989.87
P01105,Bizcochitos Don Satur 200g,Panificados,654.24,838.1,658.1,771.99,842.79
P01106,Suavizante Comfort 900ml,Limpieza,2117.42,2009.55,2402.98,1977.18,2434.46
P01107,Queso Cremoso Tregar 1Kg,Lácteos,8739.65,11117.23,10543.95,10682.05,8823.78
P01108,Jugo Baggio Multifruta 1L,Bebidas,7252.44,8497.14,6317.07,7407.55,7156.42
P01109,Jabón Dove Original 90g,Higiene,11383.89,12974.42,11096.11,11888.78,9627.16
P01110,Manteca Sancor 200g,Lácteos,2869.21,2546.95,2733.88,2262.9,2650.94
P01111,Bizcochitos Don Satur 200g,Panificados,11301.64,9884.64,10280.81,8874.4,8599.91
P01112,Leche La Serenísima Entera 1L,Lácteos,4745.91,4407.47,4384.02,4004.32,4693.76
P01113,Galletitas Express 170g x5,Panificados,7227.28,7354.02,6034.98,7673.32,7817.67
P01114,Cerveza Heineken 1L,Bebidas,1000.23,1078.28,924.91,854.5,1082.33
P01115,Queso Rallado La Paulina 40g,Lácteos,1751.5,1850.2,1684.73,1543.95,1624.85
P01116,Queso Rallado La Paulina 40g,Lácteos,8805.35,8581.32,9644.74,10943.97,10004.82
P01117,Detergente Magistral Limón 750ml,Limpieza,5093.5,6144.23,5818.72,4779.67,5663.36
P01118,Cerveza Quilmes 1L,Bebidas,3705.36,4334.97,3960.7,4040.35,4529.05
P01119,Detergente Magistral Limón 750ml x2,Limpieza,9017.08,7195.59,7136.79,7944.43,8524.55
P01120,Queso Rallado La Paulina 40g,Lácteos,3383.78,3853.74,3646.59,3242.41,4052.08
P01121,Yerba Playadito 1Kg x4,Almacén,8724.57,8617.06,8135.62,7893.16,9161.82
P01122,Azúcar Ledesma 1Kg,Almacén,8463.88,10570.13,10830.08,10248.86,9005.06
P01123,Desodorante Rexona Hombre 150ml x5,Higiene,9462.09,7556.44,8171.02,7900.19,9400.24
P01124,Leche La Serenísima Entera 1L,Lácteos,4358.6,4681.77,4067.58,4588.34,4273.42
P01125,Desodorante Rexona Hombre 150ml,Higiene,5467.46,4765.95,5791.31,6520.99,5785.15
P01126,Azúcar Ledesma 1Kg,Almacén,6982.36,8318.83,6519.1,7163.96,8022.33
P01127,Fideos Matarazzo Spaghetti 500g,Almacén,5002.92,4611.26,4000.37,5292.16,5165.65
P01128,Queso Rallado La Paulina 40g,Lácteos,2445.48,2282.23,2742.65,2684.68,2444.11
P01129,Pepsi 2.25L,Bebidas,1788.83,1677.11,1483.93,1752.58,1682.97
P01130,Detergente Magistral Limón 750ml,Limpieza,9776.32,7427.13,7608.3,7946.07,8971.4
P01131,Desodorante Poett Primavera 900ml,Limpieza,8779.39,7120.66,6807.05,7065.33,7383.91
P01132,Jabón en Polvo Ala 3Kg,Limpieza,2172.06,2516.53,2803.04,2879.87,2790.4
P01133,Azúcar Ledesma 1Kg,Almacén,9461.69,10341.36,8191.26,8258.02,7840.06
P01134,Pan de Campo Bimbo 500g,Panificados,3044.31,3254.42,2673.91,2891.79,2988.26
P01135,Yerba Playadito 1Kg x5,Almacén,11592.9,9943.33,9497.08,10683.95,12365.58
P01136,Desodorante Rexona Hombre 150ml,Higiene,1201.47,1380.61,1385.73,1217.69,1124.63
P01137,Fideos Matarazzo Spaghetti 500g,Almacén,2860.44,2803.38,3021.77,3078.04,2601.7
P01138,Pan de Campo Bimbo 500g,Panificados,2068.87,2175.21,2000.79,2202.57,2196.74
P01139,Suavizante Comfort 900ml,Limpieza,7777.79,7384.88,8194.89,7361.71,6860.56
P01140,Shampoo Pantene Restauración 400ml,Higiene,8432.49,6978.91,7615.61,8332.1,6806.44
P01141,Galletitas Chocolinas 170g x4,Panificados,7297.36,7568.25,9119.99,9127.79,7753.82
P01142,Queso Cremoso Tregar 1Kg,Lácteos,9352.1,8791.04,8276.05,7603.34,8310.42
P01143,Arroz Gallo Oro 1Kg,Almacén,1449.84,1328.33,1619.69,1382.65,1522.41
P01144,Pan Lactal Fargo 600g,Panificados,1878.29,2040.15,2236.34,2278.36,2242.82
P01145,Cerveza Quilmes 1L,Bebidas,5342.2,5383.78,6512.02,6801.63,6659.92
P01146,Azúcar Ledesma 1Kg,Almacén,5868.24,5564.32,6718.54,6816.17,6313.4
P01147,Yogur Ser Vainilla 1Kg,Lácteos,12977.21,13183.91,12116.44,10904.52,12474.9
P01148,Queso Cremoso Tregar 1Kg,Lácteos,5180.01,4862.04,5936.09,4725.29,5662.0
P01149,Jugo Baggio Multifruta 1L,Bebidas,11176.48,12637.37,10115.06,11625.87,10208.61
P01150,Arroz Gallo Oro 1Kg x4,Almacén,9225.14,8858.36,10402.13,11167.89,11386.89
P01151,Queso Rallado La Paulina 40g,Lácteos,10282.28,10917.05,10298.0,11540.47,9968.4
P01152,Jugo Baggio Multifruta 1L x5,Bebidas,9015.42,9710.1,9253.36,9515.06,9202.53
P01153,Aceite Natura Girasol 1.5L,Almacén,7148.34,7378.78,6299.88,6037.95,6650.18
P01154,Galletitas Express 170g x3,Panificados,2525.97,2666.76,2349.0,2731.21,2727.66
P01155,Suavizante Comfort 900ml,Limpieza,8986.39,7357.12,9103.21,8466.62,7348.78
P01156,Shampoo Pantene Restauración 400ml,Higiene,2258.84,2086.93,2021.82,1774.06,2072.1
P01157,Shampoo Pantene Restauración 400ml,Higiene,6248.09,6302.65,5274.38,5800.16,5792.1
P01158,Fideos Matarazzo Spaghetti 500g,Almacén,11247.8,10413.42,9906.41,9447.35,10852.66
P01159,Suavizante Comfort 900ml,Limpieza,5646.98,6321.64,6192.22,5205.08,5964.08
P01160,Jugo Baggio Multifruta 1L x4,Bebidas,2126.9,2199.2,2143.57,2264.01,2356.32
P01161,Desodorante Rexona Hombre 150ml,Higiene,8450.7,6617.13,7315.8,8490.93,8217.51
P01162,Fideos Matarazzo Spaghetti 500g,Almacén,2415.43,2310.8,2225.47,2789.68,2719.92
P01163,Yerba Playadito 1Kg,Almacén,1296.86,1553.11,1540.86,1352.49,1346.48
P01164,Jabón en Polvo Ala 3Kg,Limpieza,9368.58,9951.1,9156.36,9763.54,8710.58
P01165,Pan Lactal Fargo 600g,Panificados,3288.29,3432.38,3219.02,3770.39,3371.55
P01166,Detergente Magistral Limón 750ml,Limpieza,1384.4,1606.15,1439.57,1283.33,1635.95
P01167,Queso Rallado La Paulina 40g,Lácteos,12130.31,12969.58,11487.05,10971.33,10968.32
P01168,Suavizante Comfort 900ml,Limpieza,1076.22,899.24,1132.9,963.63,924.96
P01169,Leche La Serenísima Entera 1L,Lácteos,5314.36,4692.54,4593.73,5168.05,4860.49
P01170,Jabón en Polvo Ala 3Kg,Limpieza,5553.92,4746.08,5168.78,4774.41,5480.1
P01171,Suavizante Comfort 900ml x5,Limpieza,1571.17,1241.96,1361.54,1374.9,1619.16
P01172,Desodorante Rexona Hombre 150ml,Higiene,9978.15,8408.87,9290.03,8405.17,8896.14
P01173,Cerveza Quilmes 1L,Bebidas,12316.8,13546.99,12606.4,12427.28,13204.75
P01174,Desodorante Poett Primavera 900ml,Limpieza,3157.46,4131.55,3488.29,4187.76,3064.67
P01175,Shampoo Pantene Restauración 400ml,Higiene,8025.24,8870.99,7987.45,10033.17,10452.23
P01176,Desodorante Rexona Hombre 150ml x2,Higiene,9644.66,11919.36,10026.04,11011.54,11705.07
P01177,Arroz Gallo Oro 1Kg x3,Almacén,7755.07,9277.77,9384.96,9234.12,7831.72
P01178,Azúcar Ledesma 1Kg,Almacén,1114.41,1140.22,1019.14,1064.16,1006.38
P01179,Shampoo Pantene Restauración 400ml,Higiene,1109.58,1101.03,1223.77,1165.04,1189.25
