id,nombre,categoria,precio_carrefour,precio_coto,precio_dia,precio_jumbo,precio_changomas
P00269,Acondicionador Sedal Suavidad 400ml,Higiene,2200.33,2500.10,1900.55,2800.22,1800.44
P00270,Acondicionador Pantene Nutrición 400ml,Higiene,2600.22,2900.55,2300.33,3200.44,2200.10
P00271,Acondicionador Pantene Brillo 400ml,Higiene,2650.33,2950.10,2350.55,3250.22,2250.44
P00272,Producto Único 00007,Higiene,2800.22,3100.55,2500.33,3400.44,2400.10
P00273,Acondicionador Head & Shoulders Mentol 375ml,Higiene,2850.33,3150.10,2550.55,3450.22,2450.44
P00274,Desodorante Dove Men Clean Comfort 150ml,Higiene,2200.22,2500.55,1900.33,2800.44,1800.10
P00275,Desodorante Dove Men Invisible Dry 150ml,Higiene,2250.33,2550.10,1950.55,2850.22,1850.44
P00276,Desodorante Rexona Men Xtra Cool 150ml,Higiene,2100.22,2400.55,1800.33,2700.44,1700.10
P00277,Desodorante Rexona Men Sport Fresh 150ml,Higiene,2150.33,2450.10,1850.55,2750.22,1750.44
P00278,Desodorante Nivea Men Fresh Active 150ml,Higiene,2300.22,2600.55,2000.33,2900.44,1900.10
P00279,Desodorante Nivea Men Cool Fresh 150ml,Higiene,2350.33,2650.10,2050.55,2950.22,1950.44
P00280,Crema Facial Pond’s Antiarrugas 100ml,Higiene,2700.22,3000.55,2300.33,3300.44,2200.10
P00281,Crema Facial Nivea Antiarrugas 100ml,Higiene,2800.33,3100.10,2400.55,3400.22,2300.44
P00282,Crema Facial Dove Antiarrugas 100ml,Higiene,2750.22,3050.55,2350.33,3350.44,2250.10
P00283,Crema Facial Bagóvit Antiarrugas 100ml,Higiene,2900.33,3200.10,2500.55,3500.22,2400.44
P00284,Protector Labial Nivea Cuidado 4.8g,Higiene,1000.22,1200.55,850.33,1400.44,800.10
P00285,Protector Labial Carmex Cuidado 4.8g,Higiene,1100.33,1300.10,900.55,1500.22,850.44
P00286,Protector Labial Dermaglós Cuidado 4.8g,Higiene,1150.22,1350.55,950.33,1550.44,900.10
P00287,Toallas Húmedas Huggies Aloe 48u,Higiene,1000.33,1200.10,820.55,1400.22,760.44
P00288,Toallas Húmedas Pampers Aloe 48u,Higiene,1050.22,1250.55,850.33,1450.44,800.10
P00289,Toallas Húmedas Johnson’s Aloe 48u,Higiene,1020.33,1220.10,830.55,1420.22,780.44
P00290,Toallas Húmedas Babysec Aloe 48u,Higiene,980.22,1180.55,800.33,1380.44,740.10
P00291,Algodón Estrella 300g,Higiene,1200.22,1400.55,1000.33,1600.44,950.10
P00292,Algodón Bella 300g,Higiene,1150.33,1350.10,950.55,1550.22,900.44
P00293,Hisopos Estrella 300u,Higiene,850.22,1050.55,700.33,1250.44,650.10
P00294,Hisopos Bella 300u,Higiene,820.33,1020.10,680.55,1220.22,630.44
P00295,Alcohol en Gel Ayudín 1L,Higiene,2500.22,2800.55,2200.33,3100.44,2100.10
P00296,Alcohol en Gel Farmacity 1L,Higiene,2450.33,2750.10,2150.55,3050.22,2050.44
P00297,Crema Corporal Nivea Soft 500ml,Higiene,3500.22,3800.55,3000.33,4100.44,2900.10
P00298,Crema Corporal Dove Nutritiva 500ml,Higiene,3600.33,3900.10,3100.55,4200.22,3000.44
P00299,Crema Corporal Pond’s Nutritiva 500ml,Higiene,3450.22,3750.55,2950.33,4050.44,2850.10
P00300,Crema Corporal Bagóvit A 500ml,Higiene,3700.33,4000.10,3200.55,4300.22,3100.44
P00301,Helado Grido Vainilla 1L,Congelados,2500.22,2800.55,2100.33,3100.44,2000.10
P00302,Helado Grido Chocolate 1L,Congelados,2550.33,2850.10,2150.55,3150.22,2050.44
P00303,Helado Grido Frutilla 1L,Congelados,2480.22,2780.55,2080.33,3080.44,1980.10
P00304,Helado Arcor Vainilla 1L,Congelados,2600.33,2900.10,2200.55,3200.22,2100.44
P00305,Helado Arcor Chocolate 1L,Congelados,2650.22,2950.55,2250.33,3250.44,2150.10
P00306,Helado Arcor Dulce de Leche 1L,Congelados,2700.33,3000.10,2300.55,3300.22,2200.44
P00307,Helado La Veneciana Americana 1L,Congelados,2400.22,2700.55,2000.33,3000.44,1900.10
P00308,Helado La Veneciana Frutilla 1L,Congelados,2450.33,2750.10,2050.55,3050.22,1950.44
P00309,Helado La Veneciana Chocolate 1L,Congelados,2500.22,2800.55,2100.33,3100.44,2000.10
P00310,Patitas Granja del Sol 500g,Congelados,3200.22,3500.55,2800.33,3800.44,2700.10
P00311,Patitas Swift 500g,Congelados,3300.33,3600.10,2900.55,3900.22,2800.44
P00312,Patitas Sadia 500g,Congelados,3250.22,3550.55,2850.33,3850.44,2750.10
P00313,Medallones de Pollo Granja del Sol 4u,Congelados,2900.22,3200.55,2500.33,3500.44,2400.10
P00314,Medallones de Pollo Swift 4u,Congelados,2950.33,3250.10,2550.55,3550.22,2450.44
P00315,Medallones de Pollo Sadia 4u,Congelados,3000.22,3300.55,2600.33,3600.44,2500.10
P00316,Empanados de Pollo Granja del Sol 500g,Congelados,3100.33,3400.10,2700.55,3700.22,2600.44
P00317,Empanados de Pollo Swift 500g,Congelados,3150.22,3450.55,2750.33,3750.44,2650.10
P00318,Empanados de Pollo Sadia 500g,Congelados,3200.33,3500.10,2800.55,3800.22,2700.44
P00319,Vegetales Congelados Arcor Mix 500g,Congelados,1800.22,2100.55,1500.33,2400.44,1400.10
P00320,Vegetales Congelados Arcor Brócoli 500g,Congelados,1850.33,2150.10,1550.55,2450.22,1450.44
P00321,Vegetales Congelados Arcor Choclo 500g,Congelados,1750.22,2050.55,1450.33,2350.44,1350.10
P00322,Papas Congeladas McCain Tradicional 1Kg,Congelados,2600.22,2900.55,2200.33,3200.44,2100.10
P00323,Papas Congeladas McCain Corte Fino 1Kg,Congelados,2650.33,2950.10,2250.55,3250.22,2150.44
P00324,Papas Congeladas McCain Noisette 1Kg,Congelados,2700.22,3000.55,2300.33,3300.44,2200.10
P00325,Papas Congeladas Granja del Sol 1Kg,Congelados,2550.33,2850.10,2150.55,3150.22,2050.44
P00326,Papas Congeladas Swift 1Kg,Congelados,2500.22,2800.55,2100.33,3100.44,2000.10
P00327,Papas Congeladas Sadia 1Kg,Congelados,2450.33,2750.10,2050.55,3050.22,1950.44
P00328,Helado Frigor Crema Americana 1L,Congelados,2600.22,2900.55,2200.33,3200.44,2100.10
P00329,Helado Frigor Dulce de Leche 1L,Congelados,2650.33,2950.10,2250.55,3250.22,2150.44
P00330,Helado Frigor Chocolate 1L,Congelados,2700.22,3000.55,2300.33,3300.44,2200.10
P00331,Helado Frigor Frutilla 1L,Congelados,2550.33,2850.10,2150.55,3150.22,2050.44
P00332,Helado La Montevideana Americana 1L,Congelados,2500.22,2800.55,2100.33,3100.44,2000.10
P00333,Helado La Montevideana Chocolate 1L,Congelados,2550.33,2850.10,2150.55,3150.22,2050.44
P00334,Helado La Montevideana Frutilla 1L,Congelados,2480.22,2780.55,2080.33,3080.44,1980.10
P00335,Helado Freddo Dulce de Leche 1L,Congelados,3500.22,3800.55,3000.33,4100.44,2900.10
P00336,Helado Freddo Chocolate 1L,Congelados,3600.33,3900.10,3100.55,4200.22,3000.44
P00337,Helado Freddo Frutilla 1L,Congelados,3400.22,3700.55,2900.33,4000.44,2800.10
P00338,Helado Freddo Vainilla 1L,Congelados,3450.33,3750.10,2950.55,4050.22,2850.44
P00339,Helado Freddo Sambayón 1L,Congelados,3550.22,3850.55,3050.33,4150.44,2950.10
P00340,Helado Freddo Tramontana 1L,Congelados,3600.33,3900.10,3100.55,4200.22,3000.44
P00341,Helado Freddo Chocolate Blanco 1L,Congelados,3650.22,3950.55,3150.33,4250.44,3050.10
P00342,Helado Freddo Maracuyá 1L,Congelados,3500.33,3800.10,3000.55,4100.22,2900.44
P00343,Helado Freddo Frutos Rojos 1L,Congelados,3450.22,3750.55,2950.33,4050.44,2850.10
P00344,Helado Freddo Limón 1L,Congelados,3300.33,3600.10,2800.55,3900.22,2700.44
P00345,Helado Freddo Chocolate Amargo 1L,Congelados,3700.22,4000.55,3200.33,4300.44,3100.10
P00346,Helado Freddo Chocolate Suizo 1L,Congelados,3750.33,4050.10,3250.55,4350.22,3150.44
P00347,Helado Freddo Dulce de Leche Granizado 1L,Congelados,3800.22,4100.55,3300.33,4400.44,3200.10
P00348,Helado Freddo Chocolate con Almendras 1L,Congelados,3850.33,4150.10,3350.55,4450.22,3250.44
P00349,Helado Freddo Chocolate con Maní 1L,Congelados,3900.22,4200.55,3400.33,4500.44,3300.10
P00350,Leche La Serenísima Ultra 1L,Lácteos,1350.22,1500.55,1180.33,1650.44,1100.10
P00351,Yogur Ser Frutilla 190g,Lácteos,750.33,880.10,620.55,990.22,580.44
P00352,Queso Finlandia Light 180g,Lácteos,2100.22,2400.55,1850.33,2600.44,1750.10
P00353,Manteca Sancor 200g,Lácteos,1850.33,2100.10,1600.55,2400.22,1700.44
P00354,Crema de Leche Sancor 200cc,Lácteos,980.22,1120.55,850.33,1300.44,780.10
P00355,Yerba CBSé Hierbas 1Kg,Almacén,3100.33,2900.10,3800.55,3600.22,2700.44
P00356,Aceite Natura Oliva 500ml,Almacén,3500.22,3800.55,3100.33,4200.44,3000.10
P00357,Arroz Gallo Oro Doble 1Kg,Almacén,1100.33,1250.10,900.55,1400.22,850.44
P00358,Fideos Lucchetti Tirabuzón 500g,Almacén,780.22,900.55,650.33,1050.44,600.10
P00359,Harina Blancaflor Leudante 1Kg,Almacén,700.33,850.10,580.55,980.22,530.44
P00360,Azúcar Ledesma Rubia 1Kg,Almacén,820.22,950.55,700.33,1100.44,650.10
P00361,Sal Dos Anclas Parrillera 500g,Almacén,350.33,450.10,280.55,550.22,250.44
P00362,Gaseosa Coca Cola Zero 2.25L,Bebidas,2200.22,2500.55,1900.33,2700.44,1800.10
P00363,Gaseosa Pepsi Black 2.25L,Bebidas,2100.33,2400.10,1850.55,2600.22,1750.44
P00364,Gaseosa Manaos Naranja 2.25L,Bebidas,1500.22,1700.55,1300.33,1900.44,1200.10
P00365,Agua Mineral Villavicencio 2L,Bebidas,950.33,1150.10,780.55,1350.22,720.44
P00366,Jugo Baggio Durazno 1L,Bebidas,880.22,1050.55,720.33,1200.44,680.10
P00367,Cerveza Quilmes Stout 1L,Bebidas,1900.33,2200.10,1650.55,2500.22,1550.44
P00368,Cerveza Andes IPA 1L,Bebidas,2000.22,2300.55,1750.33,2600.44,1650.10
P00369,Pan Lactal Fargo Integral 600g,Panificados,1300.33,1500.10,1050.55,1700.22,980.44
P00370,Pan Bimbo Artesanal 600g,Panificados,1400.22,1600.55,1150.33,1800.44,1050.10
P00371,Pan de Campo Lactal 500g,Panificados,1350.33,1550.10,1100.55,1750.22,1000.44
P00372,Bizcochitos Don Satur Light 200g,Panificados,950.22,1150.55,780.33,1350.44,720.10
P00373,Galletitas Chocolinas Mini 100g,Panificados,850.33,1050.10,700.55,1250.22,650.44
P00374,Galletitas Oreo Vainilla 118g,Panificados,1100.22,1300.55,900.33,1500.44,850.10
P00375,Galletitas Express Salvado 100g,Panificados,700.33,900.10,550.55,1100.22,500.44
P00376,Detergente Magistral Manzana 750ml,Limpieza,1850.22,2150.55,1550.33,2450.44,1450.10
P00377,Detergente Ala Original 750ml,Limpieza,1800.33,2100.10,1500.55,2400.22,1400.44
P00378,Limpiador Poett Flores 900ml,Limpieza,1900.22,2200.55,1650.33,2500.44,1550.10
P00379,Limpiador Poett Citrus 900ml,Limpieza,1880.33,2180.10,1620.55,2480.22,1520.44
P00380,Limpiador Mr Músculo Vidrios 500ml,Limpieza,1600.22,1900.55,1400.33,2200.44,1300.10
P00381,Limpiador Ayudín Antigrasa 500ml,Limpieza,1700.33,2000.10,1500.55,2300.22,1400.44
P00382,Producto Único 00008,Limpieza,2300.22,2600.55,2000.33,2900.44,1900.10
P00383,Suavizante Comfort Floral 900ml,Limpieza,2250.33,2550.10,1950.55,2850.22,1850.44
P00384,Desinfectante Lysoform Original 360ml,Limpieza,2600.22,2900.55,2300.33,3200.44,2200.10
P00385,Desinfectante Ayudín Lavanda 360ml,Limpieza,2550.33,2850.10,2250.55,3150.22,2150.44
P00386,Shampoo Sedal Liso Perfecto 400ml,Higiene,1850.22,2150.55,1550.33,2450.44,1450.10
P00387,Shampoo Pantene Rizos 400ml,Higiene,2300.33,2600.10,2000.55,2900.22,1900.44
P00388,Producto Único 00009,Higiene,2500.22,2800.55,2200.33,3100.44,2100.10
P00389,Acondicionador Sedal Liso Perfecto 400ml,Higiene,1900.33,2200.10,1600.55,2500.22,1500.44
P00390,Acondicionador Pantene Rizos 400ml,Higiene,2400.22,2700.55,2100.33,3000.44,2000.10
P00391,Producto Único 00010,Higiene,700.33,850.10,580.55,950.22,520.44
P00392,Producto Único 00011,Higiene,650.22,780.55,550.33,900.44,500.10
P00393,Producto Único 00012,Higiene,1900.33,2200.10,1600.55,2500.22,1500.44
P00394,Desodorante Rexona V8 150ml,Higiene,1800.22,2100.55,1500.33,2400.44,1400.10
P00395,Producto Único 00013,Higiene,950.33,1100.10,780.55,1300.22,720.44
P00396,Pasta Dental Sensodyne Blanqueador 90g,Higiene,1850.22,2150.55,1550.33,2450.44,1450.10
P00397,Enjuague Bucal Listerine Fresh 250ml,Higiene,1650.33,1950.10,1450.55,2250.22,1350.44
P00398,Producto Único 00014,Higiene,1250.22,1500.55,1000.33,1750.44,950.10
P00399,Producto Único 00015,Higiene,1180.33,1450.10,930.55,1680.22,880.44
P00400,Producto Único 00016,Higiene,7000.22,7600.55,6200.33,8200.44,6000.10
P00401,Producto Único 00017,Higiene,6500.33,7200.10,5800.55,7800.22,5600.44
P00402,Producto Único 00018,Higiene,1800.22,2100.55,1500.33,2400.44,1400.10
P00403,Producto Único 00019,Higiene,1950.33,2250.10,1650.55,2550.22,1550.44
P00404,Producto Único 00020,Higiene,4700.22,5100.55,3900.33,5700.44,3800.10
P00405,Producto Único 00021,Higiene,4500.33,5000.10,3800.55,5500.22,3600.44
P00406,Producto Único 00022,Higiene,3500.22,3900.55,3100.33,4300.44,3000.10
P00407,Producto Único 00023,Higiene,3200.33,3600.10,2800.55,4000.22,2700.44
P00408,Producto Único 00024,Higiene,2100.22,2400.55,1800.33,2700.44,1700.10
P00409,Producto Único 00025,Higiene,2250.33,2550.10,1950.55,2850.22,1850.44
P00410,Helado Grido Americana 1L,Congelados,2500.22,2800.55,2100.33,3100.44,2000.10
P00411,Producto Único 00026,Congelados,2700.33,3000.10,2300.55,3300.22,2200.44
P00412,Producto Único 00027,Congelados,3200.22,3500.55,2800.33,3800.44,2700.10
P00413,Papas McCain Tradicional 1Kg,Congelados,2600.33,2900.10,2200.55,3200.22,2100.44
P00414,Medallones Swift 4u,Congelados,3000.22,3300.55,2600.33,3600.44,2500.10
P00415,Vegetales Arcor Mix 500g,Congelados,1800.33,2100.10,1500.55,2400.22,1400.44
P00416,Producto Único 00028,Congelados,2550.22,2850.55,2150.33,3150.44,2050.10
P00417,Helado Frigor Americana 1L,Congelados,2600.33,2900.10,2200.55,3200.22,2100.44
P00418,Producto Único 00029,Congelados,2550.22,2850.55,2150.33,3150.44,2050.10
P00419,Helado Grido Dulce de Leche 1L,Congelados,2650.33,2950.10,2250.55,3250.22,2150.44
P00420,Helado Arcor Americana 1L,Congelados,2500.22,2800.55,2100.33,3100.44,2000.10
P00421,Producto Único 00030,Congelados,2480.33,2780.10,2080.55,3080.22,1980.44
P00422,Producto Único 00031,Congelados,2600.22,2900.55,2200.33,3200.44,2100.10
P00423,Producto Único 00032,Congelados,2650.33,2950.10,2250.55,3250.22,2150.44
P00424,Producto Único 00033,Congelados,2700.22,3000.55,2300.33,3300.44,2200.10
P00425,Producto Único 00034,Congelados,2450.33,2750.10,2050.55,3050.22,1950.44
P00426,Helado La Veneciana Dulce de Leche 1L,Congelados,2550.22,2850.55,2150.33,3150.44,2050.10
P00427,Helado Grido Sambayón 1L,Congelados,2700.33,3000.10,2300.55,3300.22,2200.44
P00428,Helado Arcor Crema Americana 1L,Congelados,2500.22,2800.55,2100.33,3100.44,2000.10
P00429,Helado Frigor Chocolate Blanco 1L,Congelados,2750.33,3050.10,2350.55,3350.22,2250.44
P00430,Helado Grido Frutos Rojos 1L,Congelados,2600.22,2900.55,2200.33,3200.44,2100.10
P00431,Helado La Veneciana Limón 1L,Congelados,2400.33,2700.10,2000.55,3000.22,1900.44
P00432,Helado Arcor Chocolate Suizo 1L,Congelados,2800.22,3100.55,2400.33,3400.44,2300.10
P00433,Helado Frigor Dulce de Leche Granizado 1L,Congelados,2850.33,3150.10,2450.55,3450.22,2350.44
P00434,Helado Grido Crema Rusa 1L,Congelados,2650.22,2950.55,2250.33,3250.44,2150.10
P00435,Helado La Veneciana Maracuyá 1L,Congelados,2500.33,2800.10,2100.55,3100.22,2000.44
P00436,Helado Arcor Frutos Tropicales 1L,Congelados,2700.22,3000.55,2300.33,3300.44,2200.10
P00437,Helado Frigor Chocolate Amargo 1L,Congelados,2900.33,3200.10,2500.55,3500.22,2400.44
P00438,Helado Grido Banana Split 1L,Congelados,2600.22,2900.55,2200.33,3200.44,2100.10
P00439,Helado La Veneciana Frutos Rojos 1L,Congelados,2550.33,2850.10,2150.55,3150.22,2050.44
P00440,Helado Arcor Limón 1L,Congelados,2400.22,2700.55,2000.33,3000.44,1900.10
P00441,Helado Frigor Americana Light 1L,Congelados,2500.33,2800.10,2100.55,3100.22,2000.44
P00442,Helado Grido Chocolate Light 1L,Congelados,2550.22,2850.55,2150.33,3150.44,2050.10
P00443,Helado La Veneciana Dulce de Leche Light 1L,Congelados,2600.33,2900.10,2200.55,3200.22,2100.44
P00444,Helado Arcor Frutilla Light 1L,Congelados,2450.22,2750.55,2050.33,3050.44,1950.10
P00445,Helado Frigor Chocolate Light 1L,Congelados,2500.33,2800.10,2100.55,3100.22,2000.44
P00446,Helado Grido Vainilla Light 1L,Congelados,2400.22,2700.55,2000.33,3000.44,1900.10
P00447,Helado La Veneciana Americana Light 1L,Congelados,2450.33,2750.10,2050.55,3050.22,1950.44
P00448,Helado Arcor Dulce de Leche Light 1L,Congelados,2550.22,2850.55,2150.33,3150.44,2050.10
P00449,Leche Ilolay Ultra 1L,Lácteos,1300.22,1450.55,1150.33,1600.44,1080.10
P00450,Yogur La Serenísima Natural 1Kg,Lácteos,2100.33,2400.10,1850.55,2600.22,1750.44
P00451,Queso Cremoso Milkaut 1Kg,Lácteos,3600.22,4000.55,3200.33,4300.44,3100.10
P00452,Manteca Ilolay 200g,Lácteos,1750.33,2050.10,1550.55,2350.22,1450.44
P00453,Producto Único 00035,Lácteos,950.22,1100.55,830.33,1300.44,780.10
P00454,Yerba Rosamonte Suave 1Kg,Almacén,3200.33,3000.10,3900.55,3700.22,2800.44
P00455,Aceite Cocinero Oliva 500ml,Almacén,3400.22,3700.55,3000.33,4100.44,2900.10
P00456,Arroz Dos Hermanos Integral 1Kg,Almacén,1200.33,1350.10,950.55,1500.22,900.44
P00457,Fideos Matarazzo Spaghetti 500g,Almacén,780.22,900.55,650.33,1050.44,600.10
P00458,Harina Pureza Leudante 1Kg,Almacén,700.33,850.10,580.55,980.22,530.44
P00459,Azúcar Chango Rubia 1Kg,Almacén,820.22,950.55,700.33,1100.44,650.10
P00460,Sal Celusal Parrillera 500g,Almacén,350.33,450.10,280.55,550.22,250.44
P00461,Gaseosa Sprite Zero 2.25L,Bebidas,2100.22,2400.55,1850.33,2600.44,1750.10
P00462,Gaseosa Fanta Pomelo 2.25L,Bebidas,2050.33,2350.10,1800.55,2550.22,1700.44
P00463,Producto Único 00036,Bebidas,950.22,1150.55,780.33,1350.44,720.10
P00464,Jugo Cepita Durazno 1L,Bebidas,900.33,1050.10,720.55,1200.22,680.44
P00465,Cerveza Brahma Chopp 1L,Bebidas,1850.22,2150.55,1600.33,2450.44,1500.10
P00466,Cerveza Andes Roja 1L,Bebidas,1950.33,2250.10,1700.55,2550.22,1600.44
P00467,Pan Lactal Bimbo Integral 600g,Panificados,1350.22,1550.55,1100.33,1750.44,1000.10
P00468,Pan Lactal Fargo Artesanal 600g,Panificados,1400.33,1600.10,1150.55,1800.22,1050.44
P00469,Pan de Campo Bimbo 500g,Panificados,1300.22,1500.55,1050.33,1700.44,980.10
P00470,Bizcochitos 9 de Oro Light 200g,Panificados,900.33,1100.10,750.55,1300.22,700.44
P00471,Producto Único 00037,Panificados,950.22,1200.55,800.33,1400.44,750.10
P00472,Galletitas Oreo Chocolate 118g,Panificados,1100.33,1300.10,900.55,1500.22,850.44
P00473,Galletitas Criollitas Salvado 100g,Panificados,700.22,900.55,550.33,1100.44,500.10
P00474,Producto Único 00038,Limpieza,1850.33,2150.10,1550.55,2450.22,1450.44
P00475,Producto Único 00039,Limpieza,1800.22,2100.55,1500.33,2400.44,1400.10
P00476,Producto Único 00040,Limpieza,1900.33,2200.10,1650.55,2500.22,1550.44
P00477,Producto Único 00041,Limpieza,1700.22,2000.55,1500.33,2300.44,1400.10
P00478,Producto Único 00042,Limpieza,2300.33,2600.10,2000.55,2900.22,1900.44
P00479,Producto Único 00043,Limpieza,2250.22,2550.55,1950.33,2850.44,1850.10
P00480,Desinfectante Lysoform Citrus 360ml,Limpieza,2600.33,2900.10,2300.55,3200.22,2200.44
P00481,Desinfectante Ayudín Original 360ml,Limpieza,2550.22,2850.55,2250.33,3150.44,2150.10
P00482,Shampoo Sedal Rizos Definidos 400ml,Higiene,1850.33,2150.10,1550.55,2450.22,1450.44
P00483,Producto Único 00044,Higiene,2300.22,2600.55,2000.33,2900.44,1900.10
P00484,Producto Único 00045,Higiene,2500.33,2800.10,2200.55,3100.22,2100.44
P00485,Acondicionador Sedal Rizos Definidos 400ml,Higiene,1900.22,2200.55,1600.33,2500.44,1500.10
P00486,Producto Único 00046,Higiene,2400.33,2700.10,2100.55,3000.22,2000.44
P00487,Producto Único 00047,Higiene,700.22,850.55,580.33,950.44,520.10
P00488,Producto Único 00048,Higiene,650.33,780.10,550.55,900.22,500.44
P00489,Producto Único 00049,Higiene,1900.22,2200.55,1600.33,2500.44,1500.10
P00490,Producto Único 00050,Higiene,1800.33,2100.10,1500.55,2400.22,1400.44
P00491,Producto Único 00051,Higiene,900.22,1050.55,750.33,1250.44,700.10
P00492,Producto Único 00052,Higiene,1850.33,2150.10,1550.55,2450.22,1450.44
P00493,Producto Único 00053,Higiene,1650.22,1950.55,1450.33,2250.44,1350.10
P00494,Producto Único 00054,Higiene,1200.33,1450.10,950.55,1700.22,900.44
P00495,Producto Único 00055,Higiene,1180.22,1450.55,930.33,1680.44,880.10
P00496,Producto Único 00056,Higiene,6500.33,7200.10,5800.55,7800.22,5600.44
P00497,Producto Único 00057,Higiene,6800.22,7400.55,6000.33,8000.44,5800.10
P00498,Crema Nivea Soft 200ml,Higiene,2000.33,2300.10,1700.55,2600.22,1600.44
P00499,Crema Dove Reafirmante 200ml,Higiene,2100.22,2400.55,1800.33,2700.44,1700.10
P00500,Producto Único 00058,Higiene,4300.33,4700.10,3600.55,5100.22,3500.44
P00501,Leche La Serenísima Sin Lactosa 1L,Lácteos,1500.22,1650.55,1300.33,1800.44,1200.10
P00502,Leche Ilolay Sin Lactosa 1L,Lácteos,1480.33,1620.10,1280.55,1780.22,1180.44
P00503,Yogur Ser Durazno 190g,Lácteos,780.22,900.55,650.33,1050.44,600.10
P00504,Yogur Ilolay Natural 1Kg,Lácteos,2000.33,2300.10,1800.55,2600.22,1700.44
P00505,Queso Port Salut La Serenísima 1Kg,Lácteos,4200.22,4600.55,3800.33,5000.44,3600.10
P00506,Queso Tybo Milkaut 1Kg,Lácteos,4100.33,4550.10,3750.55,4950.22,3550.44
P00507,Manteca Sancor Light 200g,Lácteos,1700.22,2000.55,1500.33,2300.44,1400.10
P00508,Crema de Leche Ilolay 200cc,Lácteos,920.33,1080.10,830.55,1280.22,760.44
P00509,Yerba Playadito Suave 1Kg,Almacén,3300.22,3100.55,4000.33,3800.44,2950.10
P00510,Yerba Amanda Suave 1Kg,Almacén,3200.33,3000.10,3900.55,3700.22,2850.44
P00511,Aceite Natura Mezcla 900ml,Almacén,1900.22,2100.55,1700.33,2300.44,1600.10
P00512,Aceite Cocinero Mezcla 900ml,Almacén,1850.33,2050.10,1650.55,2250.22,1550.44
P00513,Arroz Gallo Integral 1Kg,Almacén,1150.22,1300.55,950.33,1450.44,900.10
P00514,Arroz Dos Hermanos Doble 1Kg,Almacén,1100.33,1250.10,900.55,1400.22,850.44
P00515,Fideos Lucchetti Mostachol 500g,Almacén,750.22,880.55,650.33,990.44,600.10
P00516,Producto Único 00059,Almacén,780.33,900.10,670.55,1050.22,620.44
P00517,Harina Blancaflor 000 1Kg,Almacén,650.22,780.55,550.33,900.44,500.10
P00518,Harina Pureza 000 1Kg,Almacén,630.33,760.10,540.55,880.22,490.44
P00519,Azúcar Ledesma Light 1Kg,Almacén,780.22,900.55,650.33,1050.44,600.10
P00520,Azúcar Chango Light 1Kg,Almacén,760.33,880.10,630.55,1030.22,580.44
P00521,Sal Dos Anclas Fina 500g,Almacén,300.22,380.55,250.33,450.44,220.10
P00522,Sal Celusal Fina 500g,Almacén,320.33,400.10,260.55,470.22,230.44
P00523,Gaseosa Coca Cola Cherry 2.25L,Bebidas,2300.22,2600.55,2000.33,2800.44,1900.10
P00524,Gaseosa Pepsi Lima 2.25L,Bebidas,2200.33,2500.10,1950.55,2700.22,1850.44
P00525,Gaseosa Manaos Pomelo 2.25L,Bebidas,1600.22,1800.55,1400.33,2000.44,1300.10
P00526,Agua Mineral Villavicencio 500ml,Bebidas,500.33,650.10,400.55,800.22,350.44
P00527,Jugo Baggio Naranja 1L,Bebidas,850.22,980.55,700.33,1100.44,650.10
P00528,Jugo Cepita Multifruta 1L,Bebidas,900.33,1050.10,720.55,1200.22,680.44
P00529,Cerveza Quilmes IPA 1L,Bebidas,2000.22,2300.55,1750.33,2600.44,1650.10
P00530,Cerveza Andes Negra 1L,Bebidas,2100.33,2400.10,1850.55,2700.22,1750.44
P00531,Pan Lactal Fargo Sin Sal 600g,Panificados,1250.22,1450.55,1000.33,1650.44,950.10
P00532,Pan Lactal Bimbo Sin Sal 600g,Panificados,1280.33,1480.10,1030.55,1680.22,980.44
P00533,Pan de Campo Lactal Integral 500g,Panificados,1350.22,1550.55,1100.33,1750.44,1000.10
P00534,Bizcochitos Don Satur Agridulces 200g,Panificados,950.33,1150.10,780.55,1350.22,720.44
P00535,Galletitas Chocolinas Triple 170g,Panificados,1100.22,1300.55,900.33,1500.44,850.10
P00536,Galletitas Oreo Golden 118g,Panificados,1150.33,1350.10,950.55,1550.22,900.44
P00537,Galletitas Express Light 100g,Panificados,700.22,900.55,550.33,1100.44,500.10
P00538,Detergente Magistral Coco 750ml,Limpieza,1900.22,2200.55,1600.33,2500.44,1500.10
P00539,Detergente Ala Manzanilla 750ml,Limpieza,1850.33,2150.10,1550.55,2450.22,1450.44
P00540,Limpiador Poett Vainilla 900ml,Limpieza,1950.22,2250.55,1700.33,2550.44,1600.10
P00541,Producto Único 00060,Limpieza,1750.33,2050.10,1550.55,2350.22,1450.44
P00542,Suavizante Vivere Cielo Azul 900ml,Limpieza,2350.22,2650.55,2050.33,2950.44,1950.10
P00543,Producto Único 00061,Limpieza,2300.33,2600.10,2000.55,2900.22,1900.44
P00544,Desinfectante Lysoform Bebé 360ml,Limpieza,2700.22,3000.55,2400.33,3300.44,2300.10
P00545,Desinfectante Ayudín Floral 360ml,Limpieza,2650.33,2950.10,2350.55,3250.22,2250.44
P00546,Producto Único 00062,Higiene,1900.22,2200.55,1600.33,2500.44,1500.10
P00547,Producto Único 00063,Higiene,2350.33,2650.10,2050.55,2950.22,1950.44
P00548,Producto Único 00064,Higiene,2550.22,2850.55,2250.33,3150.44,2150.10
